"qid","subject","year","num","type","source_kp_url","mapped_kp_id","tag_status","decision_eligible"
"115-10","A","115","10","多選","../concept-map/115學測數學_平面向量.html#kp2","pvec:kp2","MAPPED_AUXILIARY","false"
"115-10","A","115","10","多選","../concept-map/115學測數學_平面向量.html#kp3","pvec:kp3","MAPPED_AUXILIARY","false"
"115-10","A","115","10","多選","../concept-map/115學測數學_平面向量.html#kp4","pvec:kp4","MAPPED_AUXILIARY","false"
"115-11","A","115","11","多選","../concept-map/115學測數學_三角.html#kp4","trig:kp4","MAPPED_AUXILIARY","false"
"115-11","A","115","11","多選","../concept-map/115學測數學_三角.html#kp1","trig:kp1","MAPPED_AUXILIARY","false"
"115-12","A","115","12","多選","../concept-map/115學測數學_多項式函數.html#kp5","poly:kp5","MAPPED_AUXILIARY","false"
"115-12","A","115","12","多選","../concept-map/115學測數學_多項式函數.html#kp3","poly:kp3","MAPPED_AUXILIARY","false"
"115-13","A","115","13","選填","../concept-map/115學測數學_排列組合與機率.html#kp4","prob:kp4","MAPPED_AUXILIARY","false"
"115-14","A","115","14","選填","../concept-map/115學測數學_平面向量.html#kp3","pvec:kp3","MAPPED_AUXILIARY","false"
"115-14","A","115","14","選填","../concept-map/115學測數學_多項式函數.html#kp2","poly:kp2","MAPPED_AUXILIARY","false"
"115-15","A","115","15","選填","../concept-map/115學測數學_指數與對數.html#kp5","explog:kp5","MAPPED_AUXILIARY","false"
"115-15","A","115","15","選填","../concept-map/115學測數學_數列與級數.html#kp1","seq:kp1","MAPPED_AUXILIARY","false"
"115-15","A","115","15","選填","../concept-map/115學測數學_直線與圓.html#kp1","linecir:kp1","MAPPED_AUXILIARY","false"
"115-16","A","115","16","選填","../concept-map/115學測數學_多項式函數.html#kp2","poly:kp2","MAPPED_AUXILIARY","false"
"115-16","A","115","16","選填","../concept-map/115學測數學_直線與圓.html#kp2","linecir:kp2","MAPPED_AUXILIARY","false"
"115-17","A","115","17","選填","../concept-map/115學測數學_三角.html#kp2","trig:kp2","MAPPED_AUXILIARY","false"
"115-17","A","115","17","選填","../concept-map/115學測數學_三角.html#kp5","trig:kp5","MAPPED_AUXILIARY","false"
"115-18","A","115","18","混合題（單選 3 分）","../concept-map/115學測數學_空間向量.html#kp3","space:kp3","MAPPED_AUXILIARY","false"
"115-19","A","115","19","非選擇題（4 分）","../concept-map/115學測數學_空間向量.html#kp4","space:kp4","MAPPED_AUXILIARY","false"
"115-20","A","115","20","非選擇題（8 分）","../concept-map/115學測數學_空間向量.html#kp3","space:kp3","MAPPED_AUXILIARY","false"
"115-20","A","115","20","非選擇題（8 分）","../concept-map/115學測數學_空間向量.html#kp1","space:kp1","MAPPED_AUXILIARY","false"
"B115-1","B","115","1","單選","../concept-map/115學測數學_數與式.html#kp2","numexpr:kp2","MAPPED_AUXILIARY","false"
"B115-1","B","115","1","單選","../concept-map/115學測數學_數與式.html#kp5","numexpr:kp5","MAPPED_AUXILIARY","false"
"B115-2","B","115","2","單選","../concept-map/115學測數學_指數與對數.html#kp5","explog:kp5","MAPPED_AUXILIARY","false"
"B115-2","B","115","2","單選","../concept-map/115學測數學_指數與對數.html#kp2","explog:kp2","MAPPED_AUXILIARY","false"
"B115-3","B","115","3","單選","../concept-map/115學測數學_矩陣.html#kp3","matrix:kp3","MAPPED_AUXILIARY","false"
"B115-4","B","115","4","單選","../concept-map/115學測數學_三角.html#kp1","trig:kp1","MAPPED_AUXILIARY","false"
"B115-5","B","115","5","單選","../concept-map/115學測數學_數列與級數.html#kp2","seq:kp2","MAPPED_AUXILIARY","false"
"B115-5","B","115","5","單選","../concept-map/115學測數學_數列與級數.html#kp3","seq:kp3","MAPPED_AUXILIARY","false"
"B115-6","B","115","6","單選","../concept-map/115學測數學_直線與圓.html#kp1","linecir:kp1","MAPPED_AUXILIARY","false"
"B115-7","B","115","7","單選","../concept-map/115學測數學_排列組合與機率.html#kp4","prob:kp4","MAPPED_AUXILIARY","false"
"B115-7","B","115","7","單選","../concept-map/115學測數學_排列組合與機率.html#kp5","prob:kp5","MAPPED_AUXILIARY","false"
"B115-8","B","115","8","多選","../concept-map/115學測數學_三角.html#kp4","trig:kp4","MAPPED_AUXILIARY","false"
"B115-9","B","115","9","多選","../concept-map/115學測數學_多項式函數.html#kp1","poly:kp1","MAPPED_AUXILIARY","false"
"B115-9","B","115","9","多選","../concept-map/115學測數學_多項式函數.html#kp3","poly:kp3","MAPPED_AUXILIARY","false"
"B115-10","B","115","10","多選","../concept-map/115學測數學_數據分析.html#kp1","data:kp1","MAPPED_AUXILIARY","false"
"B115-10","B","115","10","多選","../concept-map/115學測數學_數據分析.html#kp2","data:kp2","MAPPED_AUXILIARY","false"
"B115-10","B","115","10","多選","../concept-map/115學測數學_數據分析.html#kp3","data:kp3","MAPPED_AUXILIARY","false"
"B115-11","B","115","11","多選","","","UNMAPPED","false"
"B115-12","B","115","12","多選","../concept-map/115學測數學_數列與級數.html#kp3","seq:kp3","MAPPED_AUXILIARY","false"
"B115-13","B","115","13","選填","../concept-map/115學測數學_三角.html#kp2","trig:kp2","MAPPED_AUXILIARY","false"
"B115-13","B","115","13","選填","../concept-map/115學測數學_直線與圓.html#kp1","linecir:kp1","MAPPED_AUXILIARY","false"
"B115-14","B","115","14","選填","../concept-map/115學測數學_排列組合與機率.html#kp1","prob:kp1","MAPPED_AUXILIARY","false"
"B115-15","B","115","15","選填","../concept-map/115學測數學_排列組合與機率.html#kp4","prob:kp4","MAPPED_AUXILIARY","false"
"B115-15","B","115","15","選填","../concept-map/115學測數學_數據分析.html#kp4","data:kp4","MAPPED_AUXILIARY","false"
"B115-16","B","115","16","選填","../concept-map/115學測數學_多項式函數.html#kp2","poly:kp2","MAPPED_AUXILIARY","false"
"B115-17","B","115","17","選填","../concept-map/115學測數學_平面向量.html#kp2","pvec:kp2","MAPPED_AUXILIARY","false"
"B115-18","B","115","18","混合題（單選 3 分）","../concept-map/115學測數學_直線與圓.html#kp2","linecir:kp2","MAPPED_AUXILIARY","false"
"B115-19","B","115","19","非選擇題（6 分）","../concept-map/115學測數學_直線與圓.html#kp3","linecir:kp3","MAPPED_AUXILIARY","false"
"B115-19","B","115","19","非選擇題（6 分）","../concept-map/115學測數學_平面向量.html#kp3","pvec:kp3","MAPPED_AUXILIARY","false"
"B115-20","B","115","20","非選擇題（6 分）","../concept-map/115學測數學_平面向量.html#kp5","pvec:kp5","MAPPED_AUXILIARY","false"
